year,type,country,activity,sex,age,species,fatal_y_n
2003.0,Unprovoked,BRAZIL,Swimming,M,7,Other Category,N
2002.0,Unprovoked,USA,Fishing,M,31,Large Sharks (Size-Based),N
2002.0,Unprovoked,AUSTRALIA,Swimming,M,45,Other Category,N
2001.0,Unprovoked,USA,Surfing,F,17,Other Category,N
2001.0,Unprovoked,USA,Surfing,M,12,Other Category,N
2001.0,Unprovoked,USA,Surfing,M,19,Other Category,N
1998.0,Unprovoked,USA,Surfing,M,6,Other Category,N
1998.0,Unprovoked,USA,Surfing,M,40,Other Named Sharks,N
1997.0,Unprovoked,USA,Swimming,F,14,Other Category,N
1997.0,Unprovoked,BRAZIL,Swimming,M,20,Other Category,Y
1995.0,Unprovoked,USA,Surfing,M,15,Large Predatory Sharks,N
1995.0,Unprovoked,AUSTRALIA,Surfing,M,35,Large Predatory Sharks,N
1994.0,Unprovoked,USA,Surfing,M,23,Large Sharks (Size-Based),N
1986.0,Unprovoked,USA,Surfing,M,40,Large Predatory Sharks,N
1984.0,Unprovoked,USA,Swimming,F,18,Large Sharks (Size-Based),N
1982.0,Unprovoked,SOUTH AFRICA,Surfing,M,27,Large Predatory Sharks,Y
1979.0,Provoked,SOUTH AFRICA,Spearfishing,M,25,Large Predatory Sharks,N
1978.0,Provoked,USA,Fishing,M,27,Other Category,N
1973.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,26,Large Predatory Sharks,N
1972.0,Unprovoked,AUSTRALIA,Spearfishing,M,24,Other Category,N
1971.0,Unprovoked,MEXICO,Surfing,M,19,Other Category,Y
1966.0,Unprovoked,AUSTRALIA,Spearfishing,M,19,Other Named Sharks,N
1961.0,Unprovoked,SOUTH AFRICA,Swimming,M,15,Large Predatory Sharks,N
1952.0,Provoked,USA,Fishing,M,34,Other Category,N
1946.0,Unprovoked,AUSTRALIA,Swimming,F,14,Other Category,Y
1944.0,Unprovoked,SOUTH AFRICA,Swimming,M,17,Large Predatory Sharks,Y
1935.0,Unprovoked,USA,Swimming,M,38,Other Category,Y
1933.0,Unprovoked,AUSTRALIA,Swimming,M,38,Other Category,Y
1931.0,Unprovoked,AUSTRALIA,Swimming,M,18,Large Sharks (Size-Based),N
1927.0,Unprovoked,AUSTRALIA,Swimming,M,15,Large Sharks (Size-Based),Y
1923.0,Unprovoked,USA,Swimming,M,25,Other Category,N
1919.0,Unprovoked,AUSTRALIA,Swimming,M,29,Other Category,N
1912.0,Unprovoked,AUSTRALIA,Swimming,M,18,Other Category,N
2022.0,Unprovoked,AUSTRALIA,Surfing,M,32,Large Predatory Sharks,N
2022.0,Unprovoked,USA,Surfing,M,18,Other Category,N
2020.0,Unprovoked,USA,Surfing,M,56,Large Predatory Sharks,Y
2020.0,Unprovoked,USA,Surfing,M,12,Other Category,N
2020.0,Unprovoked,USA,Surfing,F,22,Other Category,N
2019.0,Unprovoked,USA,Surfing,M,18,Other Category,N
2019.0,Unprovoked,USA,Surfing,M,46,Small Sharks (Size-Based),N
2018.0,Unprovoked,USA,Surfing,M,14,Other Category,N
2018.0,Unprovoked,USA,Spearfishing,M,42,Large Predatory Sharks,N
2018.0,Unprovoked,USA,Surfing,M,14,Other Category,N
2018.0,Unprovoked,AUSTRALIA,Surfing,M,37,Other Category,N
2017.0,Unprovoked,AUSTRALIA,Surfing,M,35,Large Predatory Sharks,N
2016.0,Unprovoked,USA,Surfing,F,15,Other Category,N
2013.0,Unprovoked,USA,Swimming,F,45,Other Category,N
2013.0,Unprovoked,SOUTH AFRICA,Swimming,M,39,Other Category,N
2012.0,Unprovoked,USA,Swimming,F,51,Large Predatory Sharks,N
2011.0,Unprovoked,AUSTRALIA,Swimming,M,10,Other Named Sharks,N
2010.0,Unprovoked,USA,Surfing,M,46,Other Category,N
2009.0,Unprovoked,USA,Swimming,F,22,Large Predatory Sharks,N
2006.0,Unprovoked,USA,Swimming,M,13,Other Category,N
2006.0,Unprovoked,USA,Spearfishing,M,35,Other Category,N
2005.0,Unprovoked,USA,Surfing,M,26,Large Predatory Sharks,N
2005.0,Unprovoked,AUSTRALIA,Surfing,M,40,Large Predatory Sharks,N
2004.0,Unprovoked,USA,Swimming,F,13,Other Category,N
2004.0,Unprovoked,USA,Surfing,M,57,Large Predatory Sharks,Y
2003.0,Unprovoked,USA,Surfing,F,35,Small Sharks (Size-Based),N
2003.0,Unprovoked,USA,Surfing,M,18,Other Category,N
2003.0,Unprovoked,AUSTRALIA,Swimming,M,84,Large Predatory Sharks,Y
2002.0,Unprovoked,AUSTRALIA,Swimming,M,23,Large Predatory Sharks,Y
2002.0,Unprovoked,USA,Swimming,F,60,Small Sharks (Size-Based),N
2002.0,Provoked,USA,Surfing,M,19,Other Category,N
2002.0,Unprovoked,SOUTH AFRICA,Fishing,M,16,Large Predatory Sharks,N
2001.0,Unprovoked,USA,Swimming,M,28,Large Predatory Sharks,Y
2001.0,Unprovoked,USA,Surfing,M,21,Other Category,N
2000.0,Unprovoked,USA,Surfing,M,16,Other Category,N
2000.0,Unprovoked,USA,Swimming,M,44,Large Predatory Sharks,N
1999.0,Unprovoked,USA,Surfing,M,17,Other Category,N
1999.0,Unprovoked,SOUTH AFRICA,Surfing,M,29,Large Predatory Sharks,N
1997.0,Unprovoked,USA,Surfing,M,17,Large Predatory Sharks,N
1997.0,Unprovoked,USA,Surfing,M,18,Other Category,N
1997.0,Unprovoked,USA,Surfing,M,34,Other Category,N
1994.0,Unprovoked,USA,Surfing,M,43,Large Predatory Sharks,N
1992.0,Unprovoked,SOUTH AFRICA,Surfing,M,35,Large Sharks (Size-Based),N
1992.0,Unprovoked,SOUTH AFRICA,Swimming,M,19,Large Predatory Sharks,N
1989.0,Unprovoked,SOUTH AFRICA,Surfing,M,34,Large Predatory Sharks,N
1988.0,Unprovoked,USA,Surfing,M,31,Other Category,N
1987.0,Unprovoked,USA,Surfing,M,16,Large Predatory Sharks,N
1984.0,Unprovoked,USA,Surfing,M,17,Other Category,N
1984.0,Unprovoked,USA,Swimming,F,13,Other Category,N
1984.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,28,Other Category,N
1981.0,Provoked,USA,Spearfishing,M,19,Other Category,N
1980.0,Unprovoked,BRAZIL,Swimming,M,16,Other Category,Y
1978.0,Unprovoked,USA,Surfing,M,20,Other Category,N
1977.0,Unprovoked,SOUTH AFRICA,Surfing,M,18,Large Predatory Sharks,N
1976.0,Unprovoked,USA,Surfing,M,19,Large Predatory Sharks,N
1974.0,Unprovoked,SOUTH AFRICA,Surfing,M,17,Other Category,N
1957.0,Unprovoked,USA,Swimming,M,57,Large Predatory Sharks,Y
1946.0,Unprovoked,AUSTRALIA,Swimming,M,15,Other Category,N
1940.0,Unprovoked,SOUTH AFRICA,Swimming,M,17,Large Predatory Sharks,Y
1922.0,Unprovoked,AUSTRALIA,Swimming,M,18,Large Predatory Sharks,Y
2023.0,Unprovoked,USA,Surfing,M,22,Other Category,N
2022.0,Unprovoked,AUSTRALIA,Surfing,M,17,Other Category,N
2022.0,Unprovoked,USA,Surfing,M,28,Other Category,N
2022.0,Unprovoked,USA,Swimming,M,62,Large Predatory Sharks,N
2021.0,Unprovoked,NEW ZEALAND,Swimming,M,61,Other Category,N
2020.0,Unprovoked,USA,Spearfishing,M,23,Small Sharks (Size-Based),N
2019.0,Unprovoked,USA,Swimming,M,8,Other Category,N
2017.0,Unprovoked,USA,Surfing,F,14,Other Category,N
2017.0,Unprovoked,USA,Swimming,M,22,Other Category,N
2016.0,Unprovoked,USA,Surfing,M,22,Large Predatory Sharks,N
2016.0,Unprovoked,USA,Surfing,M,11,Other Category,N
2016.0,Unprovoked,AUSTRALIA,Surfing,M,29,Large Predatory Sharks,Y
2016.0,Unprovoked,USA,Swimming,F,22,Large Predatory Sharks,N
2016.0,Unprovoked,BRAZIL,Swimming,M,41,Large Predatory Sharks,N
2014.0,Unprovoked,USA,Surfing,F,34,Large Predatory Sharks,N
2014.0,Unprovoked,USA,Swimming,F,22,Large Predatory Sharks,N
2013.0,Unprovoked,AUSTRALIA,Surfing,M,41,Other Named Sharks,N
2013.0,Unprovoked,USA,Surfing,M,25,Large Predatory Sharks,N
2012.0,Unprovoked,MEXICO,Swimming,M,32,Large Sharks (Size-Based),Y
2012.0,Unprovoked,USA,Surfing,M,17,Small Sharks (Size-Based),N
2012.0,Unprovoked,USA,Surfing,M,53,Large Predatory Sharks,N
2011.0,Unprovoked,USA,Surfing,M,27,Large Predatory Sharks,N
2010.0,Unprovoked,AUSTRALIA,Surfing,M,47,Other Category,N
2009.0,Unprovoked,USA,Surfing,M,21,Other Category,N
2009.0,Unprovoked,AUSTRALIA,Surfing,M,41,Large Predatory Sharks,N
2008.0,Unprovoked,USA,Fishing,M,11,Other Category,N
2008.0,Unprovoked,USA,Swimming,M,37,Small Sharks (Size-Based),N
2006.0,Unprovoked,BAHAMAS,Spearfishing,M,25,Other Category,N
2006.0,Unprovoked,USA,Surfing,F,22,Small Sharks (Size-Based),N
2005.0,Unprovoked,USA,Surfing,M,23,Small Sharks (Size-Based),N
2003.0,Unprovoked,USA,Surfing,M,33,Other Category,N
2002.0,Unprovoked,USA,Surfing,M,16,Large Predatory Sharks,N
2001.0,Unprovoked,SOUTH AFRICA,Surfing,M,26,Large Predatory Sharks,N
2001.0,Unprovoked,SOUTH AFRICA,Surfing,M,46,Large Predatory Sharks,N
2000.0,Unprovoked,AUSTRALIA,Surfing,M,25,Large Predatory Sharks,Y
1999.0,Unprovoked,USA,Surfing,M,14,Other Category,N
1998.0,Unprovoked,USA,Surfing,M,26,Small Sharks (Size-Based),N
1997.0,Unprovoked,USA,Surfing,M,12,Other Category,N
1996.0,Unprovoked,USA,Surfing,M,22,Large Sharks (Size-Based),N
1995.0,Unprovoked,SOUTH AFRICA,Swimming,M,22,Other Named Sharks,N
1995.0,Unprovoked,SOUTH AFRICA,Swimming,M,14,Large Predatory Sharks,Y
1994.0,Unprovoked,USA,Surfing,M,16,Other Category,N
1993.0,Unprovoked,SOUTH AFRICA,Surfing,M,28,Large Predatory Sharks,N
1991.0,Unprovoked,USA,Surfing,M,18,Other Category,N
1990.0,Unprovoked,USA,Surfing,M,24,Small Sharks (Size-Based),N
1987.0,Unprovoked,USA,Surfing,M,20,Large Sharks (Size-Based),N
1986.0,Unprovoked,SOUTH AFRICA,Swimming,M,46,Other Named Sharks,N
1983.0,Unprovoked,USA,Surfing,M,17,Other Category,N
1977.0,Unprovoked,SOUTH AFRICA,Swimming,M,31,Other Category,N
1975.0,Unprovoked,SOUTH AFRICA,Surfing,M,16,Large Sharks (Size-Based),N
1964.0,Unprovoked,NEW ZEALAND,Spearfishing,M,26,Large Predatory Sharks,N
1962.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,30,Other Category,N
1962.0,Provoked,PAPUA NEW GUINEA,Fishing,M,49,Other Category,N
1961.0,Unprovoked,AUSTRALIA,Spearfishing,M,21,Large Predatory Sharks,N
1960.0,Unprovoked,NEW ZEALAND,Spearfishing,M,22,Large Predatory Sharks,N
1958.0,Unprovoked,PAPUA NEW GUINEA,Swimming,M,38,Other Category,Y
1953.0,Provoked,AUSTRALIA,Fishing,M,61,Other Category,N
1951.0,Unprovoked,AUSTRALIA,Swimming,M,14,Large Sharks (Size-Based),N
1949.0,Unprovoked,AUSTRALIA,Swimming,M,34,Other Category,Y
1946.0,Unprovoked,SOUTH AFRICA,Swimming,M,18,Other Category,N
1930.0,Unprovoked,USA,Swimming,M,21,Large Predatory Sharks,N
2023.0,Unprovoked,BRAZIL,Surfing,M,32,Other Category,N
2022.0,Unprovoked,AUSTRALIA,Spearfishing,M,17,Large Predatory Sharks,N
2021.0,Unprovoked,AUSTRALIA,Swimming,M,7,Other Category,N
2019.0,Unprovoked,USA,Surfing,M,30,Large Predatory Sharks,N
2019.0,Unprovoked,AUSTRALIA,Spearfishing,M,25,Other Category,N
2018.0,Unprovoked,SOUTH AFRICA,Fishing,M,41,Large Predatory Sharks,N
2018.0,Unprovoked,USA,Surfing,M,39,Other Category,N
2015.0,Unprovoked,SOUTH AFRICA,Surfing,M,23,Large Predatory Sharks,N
2012.0,Unprovoked,USA,Swimming,F,18,Large Predatory Sharks,N
2009.0,Unprovoked,AUSTRALIA,Surfing,F,13,Large Predatory Sharks,N
2008.0,Unprovoked,MEXICO,Swimming,M,33,Other Category,N
2008.0,Unprovoked,USA,Surfing,M,17,Other Category,N
2008.0,Unprovoked,USA,Surfing,F,14,Other Category,N
2008.0,Unprovoked,USA,Surfing,M,52,Small Sharks (Size-Based),N
2007.0,Unprovoked,USA,Surfing,M,21,Small Sharks (Size-Based),N
2007.0,Unprovoked,USA,Surfing,M,24,Large Predatory Sharks,N
2004.0,Unprovoked,SOUTH AFRICA,Surfing,M,34,Other Named Sharks,N
2003.0,Unprovoked,USA,Swimming,M,20,Large Sharks (Size-Based),N
2001.0,Unprovoked,USA,Surfing,M,27,Other Category,N
2001.0,Unprovoked,AUSTRALIA,Surfing,M,40,Large Predatory Sharks,N
2000.0,Unprovoked,AUSTRALIA,Spearfishing,M,38,Large Predatory Sharks,N
2000.0,Unprovoked,AUSTRALIA,Surfing,M,17,Large Predatory Sharks,Y
1998.0,Unprovoked,AUSTRALIA,Surfing,F,21,Other Category,N
1998.0,Unprovoked,USA,Surfing,M,18,Other Category,N
1997.0,Unprovoked,USA,Surfing,M,12,Other Category,N
1995.0,Unprovoked,USA,Swimming,F,7,Other Category,N
1986.0,Unprovoked,USA,Surfing,M,28,Large Predatory Sharks,N
1981.0,Unprovoked,SOUTH AFRICA,Surfing,M,24,Large Predatory Sharks,N
1977.0,Unprovoked,AUSTRALIA,Surfing,M,17,Large Predatory Sharks,N
1976.0,Unprovoked,USA,Surfing,M,15,Large Predatory Sharks,N
1974.0,Unprovoked,SOUTH AFRICA,Surfing,M,21,Other Category,N
1970.0,Unprovoked,MEXICO,Swimming,M,22,Other Category,N
1967.0,Unprovoked,AUSTRALIA,Swimming,M,59,Other Category,Y
1967.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,32,Large Predatory Sharks,N
1966.0,Unprovoked,USA,Swimming,M,25,Other Category,N
1962.0,Unprovoked,SOUTH AFRICA,Swimming,M,22,Other Category,Y
1958.0,Unprovoked,BAHAMAS,Fishing,M,42,Other Category,N
1957.0,Unprovoked,AUSTRALIA,Surfing,M,15,Other Named Sharks,N
1954.0,Unprovoked,AUSTRALIA,Swimming,M,23,Other Category,Y
1948.0,Unprovoked,USA,Swimming,M,46,Other Category,Y
1933.0,Unprovoked,USA,Swimming,M,24,Large Predatory Sharks,Y
2023.0,Unprovoked,USA,Surfing,M,60,Other Category,N
2022.0,Unprovoked,AUSTRALIA,Swimming,M,36,Other Category,Y
2020.0,Unprovoked,AUSTRALIA,Surfing,M,28,Large Predatory Sharks,N
2019.0,Unprovoked,USA,Swimming,M,49,Other Category,N
2019.0,Provoked,SOUTH AFRICA,Fishing,M,46,Large Sharks (Size-Based),N
2018.0,Unprovoked,AUSTRALIA,Surfing,M,24,Other Category,N
2018.0,Unprovoked,AUSTRALIA,Swimming,F,55,Large Predatory Sharks,N
2016.0,Unprovoked,AUSTRALIA,Surfing,M,41,Other Category,N
2015.0,Unprovoked,AUSTRALIA,Surfing,M,20,Large Predatory Sharks,N
2013.0,Unprovoked,SOUTH AFRICA,Surfing,M,19,Large Predatory Sharks,N
2013.0,Unprovoked,USA,Swimming,M,15,Other Category,N
2012.0,Unprovoked,SOUTH AFRICA,Swimming,M,20,Large Predatory Sharks,Y
2012.0,Unprovoked,USA,Surfing,M,26,Other Category,N
2011.0,Unprovoked,USA,Spearfishing,M,28,Large Sharks (Size-Based),N
2011.0,Unprovoked,USA,Surfing,M,49,Other Category,N
2011.0,Unprovoked,NEW ZEALAND,Surfing,M,41,Large Predatory Sharks,N
2010.0,Unprovoked,USA,Swimming,M,27,Small Sharks (Size-Based),N
2007.0,Unprovoked,USA,Surfing,M,11,Small Sharks (Size-Based),N
2006.0,Unprovoked,USA,Surfing,M,43,Large Predatory Sharks,N
2005.0,Unprovoked,USA,Surfing,M,61,Other Category,N
2005.0,Unprovoked,USA,Fishing,M,16,Large Predatory Sharks,N
2002.0,Unprovoked,USA,Surfing,M,32,Other Category,N
2001.0,Unprovoked,USA,Surfing,M,20,Other Category,N
2001.0,Unprovoked,USA,Swimming,M,8,Large Predatory Sharks,N
2000.0,Unprovoked,USA,Swimming,M,8,Other Category,N
1995.0,Unprovoked,USA,Swimming,M,45,Other Category,N
1995.0,Unprovoked,USA,Swimming,F,10,Other Category,N
1994.0,Unprovoked,BAHAMAS,Spearfishing,M,30,Other Category,N
1992.0,Unprovoked,USA,Surfing,M,22,Large Predatory Sharks,N
1991.0,Unprovoked,USA,Surfing,M,32,Large Predatory Sharks,N
1989.0,Unprovoked,AUSTRALIA,Surfing,M,32,Large Predatory Sharks,N
1988.0,Unprovoked,USA,Surfing,M,23,Large Sharks (Size-Based),N
1985.0,Provoked,USA,Fishing,M,24,Other Category,N
1983.0,Unprovoked,USA,Swimming,M,42,Other Category,N
1981.0,Unprovoked,USA,Surfing,M,15,Large Predatory Sharks,N
1979.0,Unprovoked,USA,Surfing,M,20,Large Predatory Sharks,N
1979.0,Unprovoked,USA,Swimming,M,24,Other Category,N
1975.0,Unprovoked,AUSTRALIA,Surfing,M,20,Other Category,N
1972.0,Unprovoked,AUSTRALIA,Surfing,M,19,Large Predatory Sharks,N
1972.0,Unprovoked,USA,Surfing,M,22,Small Sharks (Size-Based),N
1967.0,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,23,Large Sharks (Size-Based),Y
1966.0,Provoked,AUSTRALIA,Spearfishing,M,29,Other Named Sharks,N
1965.0,Unprovoked,USA,Swimming,M,15,Other Category,N
1961.0,Unprovoked,SOUTH AFRICA,Swimming,M,14,Large Predatory Sharks,Y
1956.0,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,19,Large Predatory Sharks,Y
1956.0,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,16,Other Category,Y
1951.0,Provoked,AUSTRALIA,Spearfishing,M,18,Other Named Sharks,N
1939.0,Unprovoked,AUSTRALIA,Swimming,M,20,Large Sharks (Size-Based),Y
1936.0,Watercraft,USA,Fishing,M,13,Other Category,N
1931.0,Unprovoked,USA,Swimming,F,20,Large Predatory Sharks,N
2021.0,Unprovoked,NEW ZEALAND,Swimming,F,19,Other Category,Y
2020.0,Unprovoked,USA,Surfing,M,20,Other Category,N
2020.0,Unprovoked,AUSTRALIA,Surfing,M,13,Other Category,N
2020.0,Unprovoked,USA,Surfing,M,14,Small Sharks (Size-Based),N
2020.0,Unprovoked,AUSTRALIA,Surfing,M,15,Large Predatory Sharks,Y
2020.0,Unprovoked,AUSTRALIA,Surfing,M,38,Other Category,N
2020.0,Unprovoked,AUSTRALIA,Surfing,M,59,Small Sharks (Size-Based),N
2017.0,Unprovoked,USA,Swimming,M,16,Other Category,N
2016.0,Unprovoked,USA,Swimming,F,11,Other Category,N
2016.0,Unprovoked,BRAZIL,Swimming,M,41,Large Predatory Sharks,N
2015.0,Unprovoked,USA,Surfing,F,54,Large Predatory Sharks,N
2015.0,Unprovoked,USA,Surfing,M,21,Large Predatory Sharks,N
2014.0,Unprovoked,AUSTRALIA,Spearfishing,M,31,Other Category,N
2014.0,Unprovoked,USA,Surfing,M,14,Other Category,N
2014.0,Unprovoked,USA,Surfing,M,12,Other Category,N
2012.0,Unprovoked,USA,Surfing,M,43,Large Predatory Sharks,N
2012.0,Unprovoked,AUSTRALIA,Surfing,M,24,Large Predatory Sharks,Y
2012.0,Unprovoked,USA,Swimming,M,12,Other Category,N
2012.0,Unprovoked,USA,Swimming,M,16,Large Predatory Sharks,N
2012.0,Unprovoked,USA,Surfing,M,28,Large Predatory Sharks,N
2011.0,Unprovoked,USA,Surfing,M,21,Other Category,N
2010.0,Unprovoked,USA,Spearfishing,M,32,Other Category,N
2007.0,Unprovoked,USA,Surfing,M,23,Small Sharks (Size-Based),N
2006.0,Unprovoked,USA,Surfing,M,24,Small Sharks (Size-Based),N
2006.0,Provoked,USA,Fishing,M,35,Large Predatory Sharks,N
2006.0,Unprovoked,USA,Surfing,M,21,Small Sharks (Size-Based),N
2005.0,Unprovoked,USA,Surfing,M,18,Other Category,N
2003.0,Unprovoked,USA,Surfing,M,17,Other Category,N
2002.0,Unprovoked,USA,Surfing,M,21,Other Category,N
2002.0,Unprovoked,USA,Swimming,F,11,Other Category,N
2002.0,Unprovoked,USA,Surfing,M,50,Other Category,N
2001.0,Provoked,USA,Fishing,M,44,Other Category,N
2001.0,Unprovoked,BAHAMAS,Spearfishing,M,44,Large Predatory Sharks,N
2001.0,Unprovoked,USA,Surfing,M,48,Other Category,N
2001.0,Unprovoked,MEXICO,Surfing,M,42,Other Category,N
2001.0,Unprovoked,AUSTRALIA,Surfing,M,40,Large Predatory Sharks,N
2000.0,Unprovoked,SOUTH AFRICA,Surfing,M,15,Other Category,N
2000.0,Unprovoked,USA,Surfing,M,17,Large Predatory Sharks,N
1999.0,Unprovoked,USA,Surfing,M,28,Small Sharks (Size-Based),N
1999.0,Unprovoked,USA,Surfing,M,43,Large Predatory Sharks,N
1995.0,Unprovoked,USA,Surfing,M,17,Other Category,N
1992.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,Large Predatory Sharks,N
1989.0,Unprovoked,AUSTRALIA,Swimming,F,31,Other Category,N
1988.0,Unprovoked,AUSTRALIA,Surfing,M,38,Large Sharks (Size-Based),N
1985.0,Unprovoked,USA,Surfing,M,16,Other Category,N
1983.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,29,Large Predatory Sharks,N
1981.0,Unprovoked,USA,Surfing,M,24,Other Category,N
1981.0,Unprovoked,USA,Surfing,M,15,Other Category,N
1975.0,Unprovoked,AUSTRALIA,Surfing,M,21,Large Sharks (Size-Based),N
1975.0,Unprovoked,USA,Swimming,F,14,Large Sharks (Size-Based),N
1975.0,Provoked,AUSTRALIA,Spearfishing,M,29,Large Sharks (Size-Based),N
1973.0,Unprovoked,USA,Surfing,M,13,Other Category,N
1964.0,Unprovoked,AUSTRALIA,Surfing,M,19,Other Category,N
1954.0,Unprovoked,AUSTRALIA,Spearfishing,M,30,Other Category,N
1947.0,Unprovoked,AUSTRALIA,Swimming,M,13,Other Category,N
1937.0,Provoked,AUSTRALIA,Fishing,M,20,Small Sharks (Size-Based),N
1935.0,Unprovoked,AUSTRALIA,Swimming,M,27,Large Predatory Sharks,Y
1927.0,Unprovoked,AUSTRALIA,Swimming,M,10,Other Category,Y
1913.0,Unprovoked,AUSTRALIA,Swimming,M,12,Other Category,N
2021.0,Unprovoked,AUSTRALIA,Swimming,M,57,Other Category,Y
2021.0,Unprovoked,AUSTRALIA,Surfing,M,31,Other Category,Y
2021.0,Unprovoked,USA,Swimming,M,14,Large Sharks (Size-Based),N
2021.0,Unprovoked,AUSTRALIA,Spearfishing,M,27,Large Predatory Sharks,N
2020.0,Unprovoked,AUSTRALIA,Surfing,F,35,Large Predatory Sharks,N
2020.0,Unprovoked,AUSTRALIA,Fishing,M,10,Large Predatory Sharks,N
2019.0,Unprovoked,USA,Surfing,M,37,Other Category,N
2019.0,Unprovoked,USA,Surfing,M,19,Large Predatory Sharks,N
2018.0,Unprovoked,USA,Surfing,M,29,Other Category,N
2018.0,Unprovoked,AUSTRALIA,Swimming,M,69,Large Sharks (Size-Based),N
2016.0,Unprovoked,AUSTRALIA,Surfing,M,17,Large Predatory Sharks,N
2016.0,Unprovoked,USA,Surfing,M,25,Large Predatory Sharks,N
2015.0,Unprovoked,USA,Surfing,M,14,Large Predatory Sharks,N
2013.0,Unprovoked,AUSTRALIA,Surfing,M,35,Large Predatory Sharks,Y
2012.0,Unprovoked,BRAZIL,Swimming,M,18,Other Category,Y
2010.0,Unprovoked,AUSTRALIA,Surfing,M,40,Other Category,N
2009.0,Unprovoked,USA,Swimming,F,26,Other Category,N
2008.0,Provoked,USA,Surfing,M,15,Other Category,N
2008.0,Unprovoked,BAHAMAS,Spearfishing,M,42,Large Predatory Sharks,N
2008.0,Provoked,SOUTH AFRICA,Fishing,M,24,Other Category,N
2007.0,Unprovoked,USA,Surfing,M,52,Large Predatory Sharks,N
2007.0,Provoked,AUSTRALIA,Fishing,M,32,Other Category,N
2007.0,Unprovoked,SOUTH AFRICA,Surfing,M,14,Large Sharks (Size-Based),N
2007.0,Unprovoked,USA,Surfing,M,42,Small Sharks (Size-Based),N
2007.0,Unprovoked,USA,Surfing,M,24,Large Predatory Sharks,N
2006.0,Unprovoked,USA,Swimming,M,29,Large Sharks (Size-Based),N
2005.0,Unprovoked,AUSTRALIA,Surfing,M,26,Large Predatory Sharks,N
2005.0,Unprovoked,USA,Swimming,M,14,Other Category,N
2004.0,Unprovoked,USA,Surfing,M,26,Large Predatory Sharks,N
2004.0,Unprovoked,USA,Swimming,M,8,Large Sharks (Size-Based),N
2004.0,Unprovoked,USA,Surfing,M,51,Large Predatory Sharks,N
2003.0,Unprovoked,USA,Surfing,F,13,Large Predatory Sharks,N
2003.0,Unprovoked,USA,Surfing,M,19,Other Category,N
2002.0,Unprovoked,BRAZIL,Surfing,M,40,Other Category,N
2002.0,Unprovoked,AUSTRALIA,Surfing,M,20,Large Predatory Sharks,N
1999.0,Unprovoked,AUSTRALIA,Surfing,M,35,Large Predatory Sharks,N
1998.0,Unprovoked,USA,Swimming,F,17,Other Category,N
1998.0,Unprovoked,SOUTH AFRICA,Surfing,M,30,Other Category,N
1987.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,30,Large Predatory Sharks,N
1986.0,Unprovoked,USA,Surfing,M,17,Other Category,N
1983.0,Unprovoked,USA,Surfing,M,15,Other Category,N
1983.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,32,Large Predatory Sharks,N
1974.0,Unprovoked,SOUTH AFRICA,Swimming,M,14,Other Category,N
1968.0,Unprovoked,NEW ZEALAND,Spearfishing,M,24,Large Predatory Sharks,Y
1966.0,Unprovoked,PAPUA NEW GUINEA,Swimming,F,25,Other Category,Y
1963.0,Unprovoked,SOUTH AFRICA,Spearfishing,M,24,Large Predatory Sharks,N
1962.0,Unprovoked,AUSTRALIA,Surfing,M,19,Large Predatory Sharks,N
1960.0,Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,25,Other Category,N
1955.0,Provoked,USA,Spearfishing,M,28,Large Sharks (Size-Based),N
1953.0,Unprovoked,SOUTH AFRICA,Swimming,M,23,Other Category,N
1951.0,Unprovoked,AUSTRALIA,Swimming,M,42,Other Category,Y
1949.0,Provoked,USA,Fishing,M,16,Other Category,N
1948.0,Unprovoked,AUSTRALIA,Swimming,M,17,Large Predatory Sharks,Y
1947.0,Unprovoked,AUSTRALIA,Surfing,M,17,Other Category,N
1944.0,Unprovoked,USA,Swimming,M,13,Other Category,N
1944.0,Unprovoked,AUSTRALIA,Surfing,M,14,Other Category,N
1940.0,Unprovoked,SOUTH AFRICA,Swimming,M,18,Large Sharks (Size-Based),Y
1938.0,Unprovoked,AUSTRALIA,Swimming,M,19,Other Category,Y
2022.0,Unprovoked,USA,Swimming,F,50,Large Predatory Sharks,N
2022.0,Unprovoked,SOUTH AFRICA,Swimming,F,39,Large Predatory Sharks,Y
2019.0,Unprovoked,AUSTRALIA,Surfing,M,17,Large Sharks (Size-Based),N
2019.0,Unprovoked,USA,Surfing,F,28,Large Predatory Sharks,N
2019.0,Unprovoked,MEXICO,Swimming,M,32,Other Category,N
2018.0,Unprovoked,NEW ZEALAND,Surfing,M,25,Large Predatory Sharks,N
2017.0,Unprovoked,USA,Swimming,F,14,Large Predatory Sharks,N
2017.0,Unprovoked,USA,Swimming,F,21,Other Category,N
